0,1,2,3,4,5,6,7,8,9,10
119,10,4,1,2,0,1,1,0,0,0
11,11,10,1,2,0,0,0,1,0,0
7,8,23,15,4,1,0,1,1,0,0
1,1,14,22,5,3,2,1,2,0,1
0,3,4,5,3,0,1,1,0,1,0
0,1,0,3,2,0,1,0,0,0,0
0,0,2,3,0,2,0,0,0,1,0
0,2,1,1,0,1,1,0,0,0,0
0,0,1,0,0,0,0,2,0,2,0
0,0,1,0,0,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0
